Dados gravados: 2025-06-17 15:35:41.121568 | Bid: 103988.17000000 | Ask: 103988.18000000
Dados gravados: 2025-06-17 15:35:49.339814 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.340630 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.340630 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.340630 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.346192 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.347218 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.356353 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.361256 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.362256 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.365706 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.369883 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.371901 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.417217 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.417217 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.423864 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.428390 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.517068 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.517068 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.517068 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.517068 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.517068 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.517068 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.612175 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.612175 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.672938 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.692243 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.722831 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.723916 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.750003 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.750003 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.750003 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.756148 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.757167 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.758169 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.759165 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.761293 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.762304 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.762304 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.763314 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.773810 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.782512 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.782512 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.790107 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.790917 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.816346 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.822479 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.824503 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.856205 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.870167 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.906882 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.920999 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.922371 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.922941 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.923966 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.957131 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:49.957131 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.021232 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.022234 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.023192 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.023192 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.023192 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.023192 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.023192 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.023192 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.023192 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.127803 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.127803 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.138872 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.138872 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.142034 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.189028 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.221914 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.221914 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.225977 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.226992 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.228128 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.228128 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.228128 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.228128 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.236917 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.238981 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.238981 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.241778 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.242877 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.243800 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.253807 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.253807 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.253807 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.261039 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.262839 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.283733 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.284457 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.290673 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.292627 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.319885 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.325984 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.326646 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.334406 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.378285 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.413880 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.420513 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.425500 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.427735 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.445117 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.454357 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.480004 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.521848 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.521848 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.526299 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.527303 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.533443 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.624331 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.624331 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.646075 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.693063 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.714987 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.726226 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.726664 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.758857 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.759905 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.763278 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.764285 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.766266 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.784582 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.784582 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.792305 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.793148 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.803609 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.818539 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.826089 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.900332 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.922342 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.923438 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.925266 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:50.926267 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.015413 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.015413 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.050686 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.070461 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.080905 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.081924 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.083929 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.084922 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.090513 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.092017 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.093029 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.094138 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.096924 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.096924 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.100411 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.101413 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.102492 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.104100 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.104984 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.107021 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.108579 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.110311 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.112062 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.114324 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.115968 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.117583 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.118066 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.119084 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.120082 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.124480 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.126023 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.127199 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.127199 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.128466 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.129480 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.130439 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.149613 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.151436 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.176660 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.177162 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.177162 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.193139 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.194533 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.202225 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.221391 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.225678 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.226495 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.255528 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.257467 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.264593 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.269222 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.287378 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.288373 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.292120 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.293091 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.303205 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.305622 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.306681 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.309638 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.310670 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.312209 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.314123 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.315204 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.315204 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.319198 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.323102 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.325087 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.326206 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.327378 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.328512 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.330297 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.332356 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.334078 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.335149 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.336155 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.338165 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.338879 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.341403 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.342425 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.359717 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.362642 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.372075 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.374421 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.403943 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.409706 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.410740 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.412291 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.421937 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.424936 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.426118 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.428122 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.460060 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.519195 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.519195 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.519195 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.539590 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.543669 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.545858 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.548033 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.551953 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.555708 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.577006 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.578003 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.578003 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.578003 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.603820 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.609550 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.612693 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.614459 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.615662 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.617684 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.621800 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.622910 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.623821 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.624812 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.624812 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.625811 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.626823 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.669551 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.676792 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.725574 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.727612 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.733768 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.754489 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.757649 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.758863 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.760882 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.766029 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.767026 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.784941 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.787130 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.791368 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.793322 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.824342 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.825392 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.827419 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.828053 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.864149 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.865958 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.867435 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.922295 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.925288 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.926371 | Bid: 103973.34000000 | Ask: 103973.35000000
Dados gravados: 2025-06-17 15:35:51.926371 | Bid: 103973.34000000 | Ask: 103973.35000000
